,P_CODE,VDC_NAME,DISTRICT,REGION,Hazard (Intensity),Exposure,Housing,Poverty,Vulnerability,Severity,Severity Normalized,Severity category,lat,lon
742,C-JAN-18-066,Sarpallo,Mahottari,Central,0.15,0.1,4.33,8.62,6.48,0.46,0.9484,Medium-Low,26.7061041,85.81594580337756
743,C-BAG-24-077,Sanowangthali,Kavrepalanchok,Central,1.31,0.02,6.46,3.31,4.88,0.46,0.9481,Medium-Low,27.58333,85.66667
744,C-BAG-23-056,Piskar,Sindhupalchok,Central,0.63,0.02,6.85,6.57,6.71,0.46,0.948,Medium-Low,27.82936,85.54504
745,C-BAG-29-008,Haku,Rasuwa,Central,0.67,0.02,5.46,7.86,6.66,0.46,0.9474,Medium-Low,28.16667,85.33333
746,C-NAR-32-053,Laxmipur(Do),Rautahat,Central,0.21,0.07,4.38,9.14,6.76,0.46,0.947,Medium-Low,27.0,85.33333
747,C-JAN-18-037,Khopi,Mahottari,Central,0.2,0.08,4.33,8.62,6.48,0.46,0.9465,Medium-Low,26.7061041,85.81594580337756
748,C-NAR-32-057,Mahamadpur,Rautahat,Central,0.17,0.09,4.38,9.14,6.76,0.46,0.9449,Medium-Low,27.0,85.33333
749,C-JAN-17-017,BegaShivapur,Dhanusa,Central,0.13,0.12,4.78,7.7,6.24,0.46,0.9446,Medium-Low,26.72165635,85.93321014042056
750,C-BAG-29-014,Syafru,Rasuwa,Central,0.63,0.02,5.46,7.86,6.66,0.46,0.9436,Medium-Low,28.16667,85.33333
751,C-NAR-33-039,Haraiya,Bara,Central,0.16,0.1,4.93,7.2,6.06,0.46,0.9428,Medium-Low,27.107328000000003,85.06933909807242
752,C-JAN-19-013,Bela,Sarlahi,Central,0.32,0.05,4.21,8.35,6.28,0.46,0.9423,Medium-Low,27.0,85.58333
753,C-JAN-18-038,Khuttapiparadhi,Mahottari,Central,0.14,0.1,4.33,8.62,6.48,0.46,0.9418,Medium-Low,26.7061041,85.81594580337756
754,C-JAN-19-004,Aurahi,Sarlahi,Central,0.21,0.07,4.21,8.35,6.28,0.46,0.941,Medium-Low,27.0,85.58333
755,W-GAN-36-026,Ghyachok,Gorkha,Western,0.8,0.02,6.44,5.21,5.83,0.46,0.9392,Medium-Low,27.97746715,84.60481872992312
756,C-BAG-29-004,Dandagoun,Rasuwa,Central,0.64,0.02,5.46,7.86,6.66,0.46,0.9388,Medium-Low,28.16667,85.33333
757,C-JAN-18-032,Hathilet,Mahottari,Central,0.27,0.05,4.33,8.62,6.48,0.46,0.9382,Medium-Low,26.7061041,85.81594580337756
758,W-GAN-36-037,Laprak,Gorkha,Western,0.74,0.02,6.44,5.21,5.83,0.46,0.9362,Medium-Low,27.97746715,84.60481872992312
759,C-JAN-22-011,Chhetrapa,Dolakha,Central,0.56,0.03,7.53,5.86,6.7,0.46,0.9355,Medium-Low,27.83333,86.25
760,C-JAN-17-081,Raghunathpur,Dhanusa,Central,0.11,0.13,4.78,7.7,6.24,0.46,0.9353,Medium-Low,26.72165635,85.93321014042056
761,C-NAR-33-043,Inarwasira,Bara,Central,0.14,0.11,4.93,7.2,6.06,0.46,0.9343,Medium-Low,27.107328000000003,85.06933909807242
762,C-JAN-18-042,Loharpatti,Mahottari,Central,0.17,0.08,4.33,8.62,6.48,0.45,0.9307,Medium-Low,26.7061041,85.81594580337756
763,C-BAG-23-029,Helumbu,Sindhupalchok,Central,0.52,0.03,6.85,6.57,6.71,0.45,0.9271,Medium-Low,27.82936,85.54504
764,C-BAG-23-004,Banskharka,Sindhupalchok,Central,0.59,0.02,6.85,6.57,6.71,0.45,0.9266,Medium-Low,27.82936,85.54504
765,C-JAN-19-033,Gamhariya,Sarlahi,Central,0.19,0.08,4.21,8.35,6.28,0.45,0.9261,Medium-Low,27.0,85.58333
766,C-JAN-22-041,Mirge,Dolakha,Central,0.38,0.04,7.53,5.86,6.7,0.45,0.9257,Medium-Low,27.83333,86.25
767,C-JAN-18-067,Shamsi,Mahottari,Central,0.17,0.08,4.33,8.62,6.48,0.45,0.9248,Medium-Low,26.7061041,85.81594580337756
768,W-GAN-36-028,Gumda,Gorkha,Western,0.67,0.02,6.44,5.21,5.83,0.45,0.9245,Medium-Low,27.97746715,84.60481872992312
769,C-BAG-23-022,Ghorthali,Sindhupalchok,Central,0.7,0.02,6.85,6.57,6.71,0.45,0.923,Medium-Low,27.82936,85.54504
770,C-JAN-17-016,Begadawar,Dhanusa,Central,0.2,0.07,4.78,7.7,6.24,0.45,0.9222,Medium-Low,26.72165635,85.93321014042056
771,W-GAN-37-008,Bhalayakharka,Lamjung,Western,0.88,0.02,5.98,3.2,4.59,0.45,0.9219,Medium-Low,28.25,84.41667
772,C-JAN-22-005,Bhirkot,Dolakha,Central,0.51,0.03,7.53,5.86,6.7,0.45,0.9207,Medium-Low,27.83333,86.25
773,C-BAG-23-073,Thanpalkot,Sindhupalchok,Central,0.5,0.03,6.85,6.57,6.71,0.45,0.9199,Medium-Low,27.82936,85.54504
774,C-JAN-19-025,DhanakaulPurba,Sarlahi,Central,0.18,0.08,4.21,8.35,6.28,0.45,0.9192,Medium-Low,27.0,85.58333
775,C-JAN-19-075,Parsa,Sarlahi,Central,0.22,0.06,4.21,8.35,6.28,0.45,0.919,Medium-Low,27.0,85.58333
776,C-NAR-32-060,Masedawa,Rautahat,Central,0.19,0.07,4.38,9.14,6.76,0.45,0.9185,Medium-Low,27.0,85.33333
777,C-JAN-19-026,Dhangada,Sarlahi,Central,0.19,0.07,4.21,8.35,6.28,0.45,0.9178,Medium-Low,27.0,85.58333
778,C-JAN-19-098,Sundarpur,Sarlahi,Central,0.18,0.08,4.21,8.35,6.28,0.45,0.9175,Medium-Low,27.0,85.58333
779,C-NAR-32-088,Sangrampur,Rautahat,Central,0.21,0.06,4.38,9.14,6.76,0.45,0.9141,Medium-Low,27.0,85.33333
780,C-JAN-20-010,Bhimsthan,Sindhuli,Central,0.25,0.06,5.19,6.55,5.87,0.45,0.9128,Medium-Low,27.25,86.0
781,C-JAN-18-033,Hatisarwa,Mahottari,Central,0.19,0.07,4.33,8.62,6.48,0.44,0.9091,Medium-Low,26.7061041,85.81594580337756
782,C-JAN-19-051,Khirwa,Sarlahi,Central,0.11,0.12,4.21,8.35,6.28,0.44,0.9042,Medium-Low,27.0,85.58333
783,C-NAR-33-035,Fattepur,Bara,Central,0.15,0.09,4.93,7.2,6.06,0.44,0.9038,Medium-Low,27.107328000000003,85.06933909807242
784,C-BAG-23-049,Motang,Sindhupalchok,Central,0.48,0.03,6.85,6.57,6.71,0.44,0.902,Medium-Low,27.82936,85.54504
785,C-JAN-17-085,Sapahi,Dhanusa,Central,0.15,0.09,4.78,7.7,6.24,0.44,0.8993,Medium-Low,26.72165635,85.93321014042056
786,W-GAN-37-023,Dudhpokhari,Lamjung,Western,0.91,0.02,5.98,3.2,4.59,0.44,0.8993,Medium-Low,28.25,84.41667
787,C-NAR-32-089,Santapur(Dostiya),Rautahat,Central,0.16,0.08,4.38,9.14,6.76,0.44,0.8987,Medium-Low,27.0,85.33333
788,W-GAN-38-010,Bhirkot,Tanahu,Western,0.31,0.05,6.43,4.04,5.24,0.44,0.8966,Medium-Low,27.97364295,84.2695509
789,C-JAN-18-059,Raghunathpur,Mahottari,Central,0.2,0.06,4.33,8.62,6.48,0.44,0.8964,Medium-Low,26.7061041,85.81594580337756
790,C-JAN-19-093,Simara,Sarlahi,Central,0.14,0.09,4.21,8.35,6.28,0.44,0.895,Medium-Low,27.0,85.58333
791,C-JAN-18-049,MeghanathGorahanna,Mahottari,Central,0.21,0.06,4.33,8.62,6.48,0.44,0.8943,Medium-Low,26.7061041,85.81594580337756
792,C-JAN-20-043,Ratanchura,Sindhuli,Central,0.49,0.03,5.19,6.55,5.87,0.44,0.8943,Medium-Low,27.25,86.0
793,C-JAN-21-010,Chisapani,Ramechhap,Central,0.38,0.03,7.16,6.06,6.61,0.44,0.8936,Medium-Low,27.32175065,86.12617906663053
794,C-NAR-33-082,Prastoka,Bara,Central,0.13,0.1,4.93,7.2,6.06,0.44,0.8926,Medium-Low,27.107328000000003,85.06933909807242
795,C-NAR-32-078,Raghunathpur,Rautahat,Central,0.2,0.06,4.38,9.14,6.76,0.43,0.891,Medium-Low,27.0,85.33333
796,C-JAN-21-009,Chanakhu,Ramechhap,Central,0.51,0.02,7.16,6.06,6.61,0.43,0.8891,Medium-Low,27.32175065,86.12617906663053
797,C-JAN-18-016,Bramarpura,Mahottari,Central,0.13,0.1,4.33,8.62,6.48,0.43,0.8875,Medium-Low,26.7061041,85.81594580337756
798,W-GAN-36-032,Kashigaun,Gorkha,Western,0.74,0.02,6.44,5.21,5.83,0.43,0.8875,Medium-Low,27.97746715,84.60481872992312
799,C-JAN-20-019,Jalkanya,Sindhuli,Central,0.74,0.02,5.19,6.55,5.87,0.43,0.8867,Medium-Low,27.25,86.0
800,C-JAN-18-006,Balawa,Mahottari,Central,0.15,0.08,4.33,8.62,6.48,0.43,0.8857,Medium-Low,26.7061041,85.81594580337756
801,C-BAG-23-079,Yamunadanda,Sindhupalchok,Central,0.77,0.02,6.85,6.57,6.71,0.43,0.8847,Medium-Low,27.82936,85.54504
802,W-GAN-37-012,Bhoteoodar,Lamjung,Western,0.22,0.08,5.98,3.2,4.59,0.43,0.8834,Medium-Low,28.25,84.41667
803,C-JAN-19-055,Kodena,Sarlahi,Central,0.16,0.08,4.21,8.35,6.28,0.43,0.8828,Medium-Low,27.0,85.58333
804,C-BAG-24-027,FalateBhumlu,Kavrepalanchok,Central,1.34,0.01,6.46,3.31,4.88,0.43,0.8827,Medium-Low,27.58333,85.66667
805,C-JAN-17-033,Digambarpur,Dhanusa,Central,0.13,0.1,4.78,7.7,6.24,0.43,0.8823,Medium-Low,26.72165635,85.93321014042056
806,C-NAR-33-014,Bariyarpur,Bara,Central,0.11,0.12,4.93,7.2,6.06,0.43,0.8823,Medium-Low,27.107328000000003,85.06933909807242
807,C-NAR-32-012,BasbitiJingadiya,Rautahat,Central,0.18,0.07,4.38,9.14,6.76,0.43,0.8811,Medium-Low,27.0,85.33333
808,C-NAR-33-056,Kolhabi,Bara,Central,0.19,0.07,4.93,7.2,6.06,0.43,0.8809,Medium-Low,27.107328000000003,85.06933909807242
809,C-JAN-17-043,Hariharpur,Dhanusa,Central,0.13,0.1,4.78,7.7,6.24,0.43,0.8808,Medium-Low,26.72165635,85.93321014042056
810,C-BAG-28-050,Samundratar,Nuwakot,Central,0.65,0.02,5.91,5.85,5.88,0.43,0.8793,Medium-Low,27.91447,85.16478
811,C-JAN-19-091,Shreepur,Sarlahi,Central,0.25,0.05,4.21,8.35,6.28,0.43,0.8787,Medium-Low,27.0,85.58333
812,C-BAG-23-054,Petaku,Sindhupalchok,Central,0.71,0.02,6.85,6.57,6.71,0.43,0.8773,Medium-Low,27.82936,85.54504
813,C-JAN-17-073,Nakatajhijh,Dhanusa,Central,0.14,0.09,4.78,7.7,6.24,0.43,0.8741,Medium-Low,26.72165635,85.93321014042056
814,C-JAN-17-090,Sinurjoda,Dhanusa,Central,0.14,0.09,4.78,7.7,6.24,0.43,0.8731,Medium-Low,26.72165635,85.93321014042056
815,C-NAR-32-094,ShitalpurBairgania,Rautahat,Central,0.15,0.08,4.38,9.14,6.76,0.43,0.8729,Medium-Low,27.0,85.33333
816,C-NAR-32-075,Pothiyahi,Rautahat,Central,0.16,0.07,4.38,9.14,6.76,0.43,0.8724,Medium-Low,27.0,85.33333
817,W-GAN-38-025,Kanhushivapur,Tanahu,Western,0.2,0.07,6.43,4.04,5.24,0.42,0.8712,Medium-Low,27.97364295,84.2695509
818,C-NAR-32-056,Madhopur,Rautahat,Central,0.14,0.08,4.38,9.14,6.76,0.42,0.8699,Medium-Low,27.0,85.33333
819,C-JAN-22-052,Thulopatal,Dolakha,Central,0.31,0.04,7.53,5.86,6.7,0.42,0.8691,Medium-Low,27.83333,86.25
820,C-JAN-18-044,Mahottari,Mahottari,Central,0.11,0.11,4.33,8.62,6.48,0.42,0.869,Medium-Low,26.7061041,85.81594580337756
821,C-BAG-24-080,Saramthali,Kavrepalanchok,Central,1.42,0.01,6.46,3.31,4.88,0.42,0.869,Medium-Low,27.58333,85.66667
822,C-JAN-18-021,Ekadarabela,Mahottari,Central,0.11,0.11,4.33,8.62,6.48,0.42,0.8687,Medium-Low,26.7061041,85.81594580337756
823,C-JAN-18-063,Sahasaula,Mahottari,Central,0.15,0.08,4.33,8.62,6.48,0.42,0.8685,Medium-Low,26.7061041,85.81594580337756
824,W-GAN-37-015,Bichaur,Lamjung,Western,0.77,0.02,5.98,3.2,4.59,0.42,0.8675,Medium-Low,28.25,84.41667
825,C-BAG-28-052,Sikre,Nuwakot,Central,0.79,0.02,5.91,5.85,5.88,0.42,0.8662,Medium-Low,27.91447,85.16478
826,W-GAN-36-038,Lapu,Gorkha,Western,0.69,0.02,6.44,5.21,5.83,0.42,0.8652,Medium-Low,27.97746715,84.60481872992312
827,C-NAR-32-030,GamhariyaParsa,Rautahat,Central,0.17,0.07,4.38,9.14,6.76,0.42,0.8645,Medium-Low,27.0,85.33333
828,C-NAR-35-003,Bagauda,Chitawan,Central,0.17,0.11,5.38,2.53,3.96,0.42,0.8645,Medium-Low,27.7503287,85.3328491
829,C-NAR-32-048,KarkachKarmaiya,Rautahat,Central,0.14,0.08,4.38,9.14,6.76,0.42,0.8629,Medium-Low,27.0,85.33333
830,C-NAR-32-070,PiparaPokhariya,Rautahat,Central,0.17,0.07,4.38,9.14,6.76,0.42,0.8619,Medium-Low,27.0,85.33333
831,W-GAN-38-006,Basantapur,Tanahu,Western,0.4,0.04,6.43,4.04,5.24,0.42,0.8614,Medium-Low,27.97364295,84.2695509
832,C-JAN-18-010,Basabitti,Mahottari,Central,0.17,0.07,4.33,8.62,6.48,0.42,0.8614,Medium-Low,26.7061041,85.81594580337756
833,C-JAN-18-031,HariharpurHarinamari,Mahottari,Central,0.17,0.07,4.33,8.62,6.48,0.42,0.8583,Medium-Low,26.7061041,85.81594580337756
834,C-JAN-22-030,Khopachagu,Dolakha,Central,0.48,0.02,7.53,5.86,6.7,0.42,0.8571,Medium-Low,27.83333,86.25
835,C-JAN-20-009,Bhimeshwor,Sindhuli,Central,0.52,0.02,5.19,6.55,5.87,0.42,0.8547,Medium-Low,27.25,86.0
836,C-JAN-17-037,Fulgama,Dhanusa,Central,0.09,0.12,4.78,7.7,6.24,0.42,0.8529,Medium-Low,26.72165635,85.93321014042056
837,C-NAR-33-062,Maheshpur,Bara,Central,0.13,0.09,4.93,7.2,6.06,0.42,0.8526,Medium-Low,27.107328000000003,85.06933909807242
838,C-JAN-19-095,Sisout,Sarlahi,Central,0.14,0.08,4.21,8.35,6.28,0.41,0.8506,Medium-Low,27.0,85.58333
839,W-GAN-37-054,Sundarbazar,Lamjung,Western,0.23,0.07,5.98,3.2,4.59,0.41,0.8499,Medium-Low,28.25,84.41667
840,C-BAG-30-049,Tipling,Dhading,Central,0.56,0.02,6.82,5.15,5.99,0.41,0.8476,Medium-Low,28.0,84.91667
841,C-JAN-18-019,Dharmapur,Mahottari,Central,0.18,0.06,4.33,8.62,6.48,0.41,0.8475,Medium-Low,26.7061041,85.81594580337756
842,C-JAN-18-017,Damhimarayee,Mahottari,Central,0.11,0.1,4.33,8.62,6.48,0.41,0.8474,Medium-Low,26.7061041,85.81594580337756
843,C-JAN-19-024,DhanakaulPachhiyati,Sarlahi,Central,0.26,0.04,4.21,8.35,6.28,0.41,0.8458,Medium-Low,27.0,85.58333
844,C-NAR-32-067,Pataura,Rautahat,Central,0.13,0.08,4.38,9.14,6.76,0.41,0.8448,Medium-Low,27.0,85.33333
845,C-JAN-22-045,Sahare,Dolakha,Central,0.31,0.03,7.53,5.86,6.7,0.41,0.8446,Medium-Low,27.83333,86.25
846,C-JAN-20-005,Baseshwor,Sindhuli,Central,0.36,0.03,5.19,6.55,5.87,0.41,0.8444,Medium-Low,27.25,86.0
847,W-GAN-36-066,Uhya,Gorkha,Western,0.63,0.02,6.44,5.21,5.83,0.41,0.844,Medium-Low,27.97746715,84.60481872992312
848,C-NAR-34-080,Thori,Parsa,Central,0.17,0.07,4.85,6.07,5.46,0.41,0.8423,Medium-Low,26.8728031,85.65331426924136
849,W-GAN-36-056,Sirdibas,Gorkha,Western,0.46,0.03,6.44,5.21,5.83,0.41,0.8411,Medium-Low,27.97746715,84.60481872992312
850,C-JAN-19-022,Chhataul,Sarlahi,Central,0.17,0.07,4.21,8.35,6.28,0.41,0.8409,Medium-Low,27.0,85.58333
851,C-JAN-17-056,Kurtha,Dhanusa,Central,0.14,0.08,4.78,7.7,6.24,0.41,0.8401,Medium-Low,26.72165635,85.93321014042056
852,C-NAR-32-077,PrempurGunahi,Rautahat,Central,0.14,0.07,4.38,9.14,6.76,0.41,0.8396,Medium-Low,27.0,85.33333
853,C-NAR-32-091,Sarmujawa,Rautahat,Central,0.1,0.1,4.38,9.14,6.76,0.41,0.8395,Medium-Low,27.0,85.33333
854,C-JAN-17-025,D.Govindapur,Dhanusa,Central,0.12,0.09,4.78,7.7,6.24,0.41,0.8382,Medium-Low,26.72165635,85.93321014042056
855,C-NAR-32-049,Karuniya,Rautahat,Central,0.13,0.08,4.38,9.14,6.76,0.41,0.8368,Medium-Low,27.0,85.33333
856,C-BAG-24-007,Bekhsimle,Kavrepalanchok,Central,1.17,0.01,6.46,3.31,4.88,0.41,0.836,Medium-Low,27.58333,85.66667
857,C-BAG-23-007,Baruwa,Sindhupalchok,Central,0.54,0.02,6.85,6.57,6.71,0.41,0.8356,Medium-Low,27.82936,85.54504
858,C-NAR-33-002,Amlekhganj,Bara,Central,0.16,0.07,4.93,7.2,6.06,0.41,0.8352,Medium-Low,27.107328000000003,85.06933909807242
859,C-JAN-18-003,Bagada,Mahottari,Central,0.16,0.07,4.33,8.62,6.48,0.41,0.8352,Medium-Low,26.7061041,85.81594580337756
860,C-NAR-32-072,Pipariya(Paroha),Rautahat,Central,0.12,0.08,4.38,9.14,6.76,0.41,0.8346,Medium-Low,27.0,85.33333
861,C-NAR-32-037,Hathiyahi,Rautahat,Central,0.18,0.05,4.38,9.14,6.76,0.41,0.8336,Medium-Low,27.0,85.33333
862,W-GAN-37-037,Kolki,Lamjung,Western,0.88,0.02,5.98,3.2,4.59,0.41,0.8326,Medium-Low,28.25,84.41667
863,C-JAN-19-006,Bagdaha,Sarlahi,Central,0.15,0.07,4.21,8.35,6.28,0.41,0.8315,Medium-Low,27.0,85.58333
864,C-BAG-23-026,Gunsakot,Sindhupalchok,Central,0.51,0.02,6.85,6.57,6.71,0.41,0.8308,Medium-Low,27.82936,85.54504
865,C-JAN-17-015,Bateswor,Dhanusa,Central,0.15,0.07,4.78,7.7,6.24,0.41,0.8307,Medium-Low,26.72165635,85.93321014042056
866,C-NAR-34-023,Chorni,Parsa,Central,0.13,0.1,4.85,6.07,5.46,0.4,0.8301,Medium-Low,26.8728031,85.65331426924136
867,C-BAG-23-070,Tekanpur,Sindhupalchok,Central,0.6,0.02,6.85,6.57,6.71,0.4,0.8299,Medium-Low,27.82936,85.54504
868,C-JAN-18-008,Banouta,Mahottari,Central,0.16,0.07,4.33,8.62,6.48,0.4,0.8297,Medium-Low,26.7061041,85.81594580337756
869,C-JAN-21-026,Kathjor,Ramechhap,Central,0.21,0.05,7.16,6.06,6.61,0.4,0.8293,Medium-Low,27.32175065,86.12617906663053
870,C-NAR-33-023,Bhodaha,Bara,Central,0.15,0.07,4.93,7.2,6.06,0.4,0.827,Medium-Low,27.107328000000003,85.06933909807242
871,C-JAN-18-057,Pipra,Mahottari,Central,0.11,0.1,4.33,8.62,6.48,0.4,0.827,Medium-Low,26.7061041,85.81594580337756
872,W-LUM-48-032,Kolhuwa,Nawalparasi,Western,0.16,0.09,5.61,3.51,4.56,0.4,0.827,Medium-Low,27.65376405,84.03113665485648
873,C-JAN-20-052,Tinkanya,Sindhuli,Central,0.26,0.04,5.19,6.55,5.87,0.4,0.8266,Medium-Low,27.25,86.0
874,C-JAN-17-082,RamaidaiyaBhawadi,Dhanusa,Central,0.14,0.07,4.78,7.7,6.24,0.4,0.8261,Medium-Low,26.72165635,85.93321014042056
875,C-NAR-34-057,NirmalBasti,Parsa,Central,0.12,0.1,4.85,6.07,5.46,0.4,0.8253,Medium-Low,26.8728031,85.65331426924136
876,C-JAN-22-033,Lamabagar,Dolakha,Central,0.45,0.02,7.53,5.86,6.7,0.4,0.8246,Medium-Low,27.83333,86.25
877,E-SAG-16-063,LahanN.P.,Siraha,Eastern,0.03,0.34,3.06,7.97,5.52,0.4,0.8244,Medium-Low,26.6518671,86.21618887926547
878,C-NAR-32-035,Hadiryapaltuwa,Rautahat,Central,0.22,0.04,4.38,9.14,6.76,0.4,0.8238,Medium-Low,27.0,85.33333
879,C-NAR-33-050,Kachorwa,Bara,Central,0.09,0.11,4.93,7.2,6.06,0.4,0.8224,Medium-Low,27.107328000000003,85.06933909807242
880,C-JAN-17-083,Sabela,Dhanusa,Central,0.12,0.09,4.78,7.7,6.24,0.4,0.822,Medium-Low,26.72165635,85.93321014042056
881,C-JAN-19-034,Godeta,Sarlahi,Central,0.15,0.07,4.21,8.35,6.28,0.4,0.821,Medium-Low,27.0,85.58333
882,C-NAR-32-074,PipraRajbara,Rautahat,Central,0.13,0.07,4.38,9.14,6.76,0.4,0.8209,Medium-Low,27.0,85.33333
883,C-JAN-19-079,Pidariya,Sarlahi,Central,0.2,0.05,4.21,8.35,6.28,0.4,0.8209,Medium-Low,27.0,85.58333
884,C-NAR-34-011,BelwaParsouni,Parsa,Central,0.12,0.1,4.85,6.07,5.46,0.4,0.8197,Medium-Low,26.8728031,85.65331426924136
885,C-JAN-17-055,Khariyani,Dhanusa,Central,0.1,0.1,4.78,7.7,6.24,0.4,0.8194,Medium-Low,26.72165635,85.93321014042056
886,C-JAN-18-011,Bathanaha,Mahottari,Central,0.1,0.1,4.33,8.62,6.48,0.4,0.8185,Medium-Low,26.7061041,85.81594580337756
887,C-JAN-19-047,Jingadawa,Sarlahi,Central,0.23,0.04,4.21,8.35,6.28,0.4,0.8178,Medium-Low,27.0,85.58333
888,C-BAG-29-006,Gatlang,Rasuwa,Central,0.51,0.02,5.46,7.86,6.66,0.4,0.8167,Medium-Low,28.16667,85.33333
889,C-NAR-32-005,Bagahi,Rautahat,Central,0.16,0.06,4.38,9.14,6.76,0.4,0.816,Medium-Low,27.0,85.33333
890,C-JAN-18-023,Etaharwakatti,Mahottari,Central,0.14,0.07,4.33,8.62,6.48,0.4,0.8146,Medium-Low,26.7061041,85.81594580337756
891,W-LUM-48-038,Makar,Nawalparasi,Western,0.05,0.25,5.61,3.51,4.56,0.4,0.8138,Medium-Low,27.65376405,84.03113665485648
892,W-GAN-37-026,Gauda,Lamjung,Western,0.5,0.03,5.98,3.2,4.59,0.4,0.8137,Medium-Low,28.25,84.41667
893,C-JAN-21-029,Khimti,Ramechhap,Central,0.21,0.04,7.16,6.06,6.61,0.4,0.8122,Medium-Low,27.32175065,86.12617906663053
894,C-JAN-18-022,Ekarahiya,Mahottari,Central,0.09,0.1,4.33,8.62,6.48,0.4,0.811,Medium-Low,26.7061041,85.81594580337756
895,W-GAN-38-024,JamuneBhanjyang,Tanahu,Western,0.12,0.1,6.43,4.04,5.24,0.4,0.8108,Medium-Low,27.97364295,84.2695509
896,C-NAR-32-020,Debahi,Rautahat,Central,0.13,0.07,4.38,9.14,6.76,0.4,0.8105,Medium-Low,27.0,85.33333
897,C-JAN-17-032,Dhanusadham,Dhanusa,Central,0.11,0.09,4.78,7.7,6.24,0.39,0.8091,Medium-Low,26.72165635,85.93321014042056
898,C-JAN-18-052,Paraul,Mahottari,Central,0.14,0.07,4.33,8.62,6.48,0.39,0.8089,Medium-Low,26.7061041,85.81594580337756
899,C-JAN-22-007,Bigu,Dolakha,Central,0.55,0.02,7.53,5.86,6.7,0.39,0.8085,Medium-Low,27.83333,86.25
900,C-JAN-18-055,Pasupatinagar,Mahottari,Central,0.19,0.05,4.33,8.62,6.48,0.39,0.8085,Medium-Low,26.7061041,85.81594580337756
901,W-GAN-38-034,PokhariBhanjyang,Tanahu,Western,0.29,0.04,6.43,4.04,5.24,0.39,0.8084,Medium-Low,27.97364295,84.2695509
902,C-JAN-19-037,Harakthawa,Sarlahi,Central,0.17,0.06,4.21,8.35,6.28,0.39,0.8072,Medium-Low,27.0,85.58333
903,C-JAN-17-094,TarapattiSirsiya,Dhanusa,Central,0.12,0.08,4.78,7.7,6.24,0.39,0.8029,Medium-Low,26.72165635,85.93321014042056
904,C-JAN-17-062,Laxmipurbagewa,Dhanusa,Central,0.13,0.07,4.78,7.7,6.24,0.39,0.801,Medium-Low,26.72165635,85.93321014042056
905,C-NAR-34-083,Vauratar,Parsa,Central,0.12,0.09,4.85,6.07,5.46,0.39,0.8007,Medium-Low,26.8728031,85.65331426924136
906,C-JAN-18-071,Sisawakataiya,Mahottari,Central,0.12,0.08,4.33,8.62,6.48,0.39,0.8006,Medium-Low,26.7061041,85.81594580337756
907,C-JAN-18-040,KolhuwaBagaicha,Mahottari,Central,0.11,0.09,4.33,8.62,6.48,0.39,0.8,Medium-Low,26.7061041,85.81594580337756
908,W-GAN-38-015,Chok chisapani,Tanahu,Western,0.29,0.04,6.43,4.04,5.24,0.39,0.7998,Medium-Low,27.97364295,84.2695509
909,W-LUM-48-056,RamgramN. P.,Nawalparasi,Western,0.05,0.27,5.61,3.51,4.56,0.39,0.7979,Medium-Low,27.65376405,84.03113665485648
910,C-NAR-33-028,Chhatapipra,Bara,Central,0.13,0.07,4.93,7.2,6.06,0.39,0.7977,Medium-Low,27.107328000000003,85.06933909807242
911,C-JAN-19-059,LaxmipurSu.,Sarlahi,Central,0.16,0.06,4.21,8.35,6.28,0.39,0.7969,Medium-Low,27.0,85.58333
912,C-JAN-21-054,Tilpung,Ramechhap,Central,0.21,0.04,7.16,6.06,6.61,0.39,0.7964,Medium-Low,27.32175065,86.12617906663053
913,C-NAR-33-086,RampurTokani,Bara,Central,0.13,0.07,4.93,7.2,6.06,0.39,0.795,Medium-Low,27.107328000000003,85.06933909807242
914,C-NAR-33-087,Rampurwa,Bara,Central,0.18,0.05,4.93,7.2,6.06,0.39,0.7949,Medium-Low,27.107328000000003,85.06933909807242
915,C-NAR-32-041,Jayanagar,Rautahat,Central,0.15,0.06,4.38,9.14,6.76,0.39,0.7946,Medium-Low,27.0,85.33333
916,C-JAN-18-029,Gonarpura,Mahottari,Central,0.12,0.07,4.33,8.62,6.48,0.39,0.7942,Medium-Low,26.7061041,85.81594580337756
917,C-JAN-18-020,Dhirapur,Mahottari,Central,0.09,0.1,4.33,8.62,6.48,0.39,0.794,Medium-Low,26.7061041,85.81594580337756
918,C-NAR-33-042,Inarwamal,Bara,Central,0.12,0.08,4.93,7.2,6.06,0.39,0.7938,Medium-Low,27.107328000000003,85.06933909807242
919,W-GAN-38-047,Virlung,Tanahu,Western,0.2,0.05,6.43,4.04,5.24,0.39,0.7932,Medium-Low,27.97364295,84.2695509
920,C-JAN-19-052,Khoriya,Sarlahi,Central,0.19,0.05,4.21,8.35,6.28,0.39,0.7927,Medium-Low,27.0,85.58333
921,C-JAN-19-063,Belhi,Sarlahi,Central,0.19,0.05,4.21,8.35,6.28,0.39,0.7916,Medium-Low,27.0,85.58333
922,W-LUM-48-060,Ratanapur,Nawalparasi,Western,0.34,0.04,5.61,3.51,4.56,0.39,0.7915,Medium-Low,27.65376405,84.03113665485648
923,C-JAN-22-038,Malu,Dolakha,Central,0.34,0.03,7.53,5.86,6.7,0.39,0.791,Medium-Low,27.83333,86.25
