,P_CODE,VDC_NAME,DISTRICT,REGION,Hazard (Intensity),Exposure,Housing,Poverty,Vulnerability,Severity,Severity Normalized,Severity category,lat,lon
3408,F-SET-68-021,Kaphalaseri,Bajhang,Far-Western,0.0,0.07,8.74,7.05,7.89,0.0,0.0,Lowest,29.66667,81.25
3409,F-SET-70-036,Mannakapadi,Doti,Far-Western,0.0,0.04,8.77,8.26,8.52,0.0,0.0,Lowest,29.25,80.91667
3410,F-SET-69-031,Jalapadevi,Achham,Far-Western,0.0,0.03,8.45,9.21,8.83,0.0,0.0,Lowest,29.08333,81.33333
3411,F-SET-70-032,LanaKedareswor,Doti,Far-Western,0.0,0.04,8.77,8.26,8.52,0.0,0.0,Lowest,29.25,80.91667
3412,F-SET-68-006,Chainpur,Bajhang,Far-Western,0.0,0.07,8.74,7.05,7.89,0.0,0.0,Lowest,29.66667,81.25
3413,F-SET-69-044,Layati,Achham,Far-Western,0.0,0.03,8.45,9.21,8.83,0.0,0.0,Lowest,29.08333,81.33333
3414,F-SET-67-008,Chhatara,Bajura,Far-Western,0.0,0.04,8.08,8.8,8.44,0.0,0.0,Lowest,48.1980765,26.5392405
3415,M-KAR-64-014,Marta,Kalikot,Mid-Western,0.0,0.07,6.88,8.76,7.82,0.0,0.0,Lowest,29.25,81.83333
3416,F-SET-69-016,Chalsa,Achham,Far-Western,0.0,0.03,8.45,9.21,8.83,0.0,0.0,Lowest,29.08333,81.33333
3417,F-SET-70-017,Gaihragau,Doti,Far-Western,0.0,0.03,8.77,8.26,8.52,0.0,0.0,Lowest,29.25,80.91667
3418,F-SET-68-039,Rayal,Bajhang,Far-Western,0.0,0.07,8.74,7.05,7.89,0.0,0.0,Lowest,29.66667,81.25
3419,F-SET-70-004,Basudevi,Doti,Far-Western,0.0,0.03,8.77,8.26,8.52,0.0,0.0,Lowest,29.25,80.91667
3420,M-BHE-57-046,Udarapur,Banke,Mid-Western,0.0,0.12,6.6,8.17,7.39,0.0,0.0,Lowest,47.6537872,8.6537634
3421,F-SET-69-027,Duni,Achham,Far-Western,0.0,0.03,8.45,9.21,8.83,0.0,0.0,Lowest,29.08333,81.33333
3422,F-SET-68-042,Sainpasela,Bajhang,Far-Western,0.0,0.06,8.74,7.05,7.89,0.0,0.0,Lowest,29.66667,81.25
3423,F-SET-70-007,Chhapali,Doti,Far-Western,0.0,0.03,8.77,8.26,8.52,0.0,0.0,Lowest,29.25,80.91667
3424,F-SET-70-044,Saraswotinagar,Doti,Far-Western,0.0,0.03,8.77,8.26,8.52,0.0,0.0,Lowest,29.25,80.91667
3425,F-SET-68-008,Dahabagar,Bajhang,Far-Western,0.0,0.06,8.74,7.05,7.89,0.0,0.0,Lowest,29.66667,81.25
3426,F-SET-67-010,Dogadi,Bajura,Far-Western,0.0,0.04,8.08,8.8,8.44,0.0,0.0,Lowest,48.1980765,26.5392405
3427,F-SET-70-046,Simchaur,Doti,Far-Western,0.0,0.03,8.77,8.26,8.52,0.0,0.0,Lowest,29.25,80.91667
3428,M-BHE-60-031,LyatiBindraseni,Dailekh,Mid-Western,0.0,0.08,7.71,7.59,7.65,0.0,0.0,Lowest,28.84434,81.71011
3429,F-SET-70-016,Gaguda,Doti,Far-Western,0.0,0.03,8.77,8.26,8.52,0.0,0.0,Lowest,29.25,80.91667
3430,F-SET-69-072,Tosi,Achham,Far-Western,0.0,0.02,8.45,9.21,8.83,0.0,0.0,Lowest,29.08333,81.33333
3431,F-SET-70-039,Nirauli,Doti,Far-Western,0.0,0.03,8.77,8.26,8.52,0.0,0.0,Lowest,29.25,80.91667
3432,F-SET-70-040,Pachanali,Doti,Far-Western,0.0,0.03,8.77,8.26,8.52,0.0,0.0,Lowest,29.25,80.91667
3433,F-SET-67-020,Kotila,Bajura,Far-Western,0.0,0.03,8.08,8.8,8.44,0.0,0.0,Lowest,48.1980765,26.5392405
3434,F-SET-70-015,Gadasera,Doti,Far-Western,0.0,0.03,8.77,8.26,8.52,0.0,0.0,Lowest,29.25,80.91667
3435,F-SET-67-018,Kanda,Bajura,Far-Western,0.0,0.03,8.08,8.8,8.44,0.0,0.0,Lowest,48.1980765,26.5392405
3436,F-SET-70-045,Satphari,Doti,Far-Western,0.0,0.03,8.77,8.26,8.52,0.0,0.0,Lowest,29.25,80.91667
3437,F-SET-68-047,Syandi,Bajhang,Far-Western,0.0,0.06,8.74,7.05,7.89,0.0,0.0,Lowest,29.66667,81.25
3438,F-SET-69-020,Devisthan,Achham,Far-Western,0.0,0.02,8.45,9.21,8.83,0.0,0.0,Lowest,29.08333,81.33333
3439,M-KAR-64-011,Lalutantikot,Kalikot,Mid-Western,0.0,0.06,6.88,8.76,7.82,0.0,0.0,Lowest,29.25,81.83333
3440,F-SET-70-006,ChawaraChautara,Doti,Far-Western,0.0,0.03,8.77,8.26,8.52,0.0,0.0,Lowest,29.25,80.91667
3441,F-SET-70-042,Ranagau,Doti,Far-Western,0.0,0.03,8.77,8.26,8.52,0.0,0.0,Lowest,29.25,80.91667
3442,F-SET-69-048,Marku,Achham,Far-Western,0.0,0.02,8.45,9.21,8.83,0.0,0.0,Lowest,29.08333,81.33333
3443,F-SET-68-040,Rilu,Bajhang,Far-Western,0.0,0.05,8.74,7.05,7.89,0.0,0.0,Lowest,29.66667,81.25
3444,F-SET-70-029,Khirsain,Doti,Far-Western,0.0,0.03,8.77,8.26,8.52,0.0,0.0,Lowest,29.25,80.91667
3445,F-SET-68-011,Daulichaur,Bajhang,Far-Western,0.0,0.05,8.74,7.05,7.89,0.0,0.0,Lowest,29.66667,81.25
3446,F-SET-69-017,Chandika,Achham,Far-Western,0.0,0.02,8.45,9.21,8.83,0.0,0.0,Lowest,29.08333,81.33333
3447,M-KAR-64-028,Siuna,Kalikot,Mid-Western,0.0,0.06,6.88,8.76,7.82,0.0,0.0,Lowest,29.25,81.83333
3448,M-BHE-57-045,Titihiriya,Banke,Mid-Western,0.0,0.09,6.6,8.17,7.39,0.0,0.0,Lowest,47.6537872,8.6537634
3449,M-BHE-60-020,Jambukandh,Dailekh,Mid-Western,0.0,0.07,7.71,7.59,7.65,0.0,0.0,Lowest,28.84434,81.71011
3450,F-SET-70-019,Ghanteswor,Doti,Far-Western,0.0,0.03,8.77,8.26,8.52,0.0,0.0,Lowest,29.25,80.91667
3451,F-SET-69-070,Timilsain,Achham,Far-Western,0.0,0.02,8.45,9.21,8.83,0.0,0.0,Lowest,29.08333,81.33333
3452,M-BHE-60-053,Sinhasain,Dailekh,Mid-Western,0.0,0.07,7.71,7.59,7.65,0.0,0.0,Lowest,28.84434,81.71011
3453,M-BHE-60-011,Bisalla,Dailekh,Mid-Western,0.0,0.07,7.71,7.59,7.65,0.0,0.0,Lowest,28.84434,81.71011
3454,F-SET-70-023,Kalena,Doti,Far-Western,0.0,0.03,8.77,8.26,8.52,0.0,0.0,Lowest,29.25,80.91667
3455,F-SET-68-002,Bhairabanath,Bajhang,Far-Western,0.0,0.05,8.74,7.05,7.89,0.0,0.0,Lowest,29.66667,81.25
3456,M-BHE-57-016,Indrapur,Banke,Mid-Western,0.0,0.09,6.6,8.17,7.39,0.0,0.0,Lowest,47.6537872,8.6537634
3457,M-BHE-57-023,Khaskarkado,Banke,Mid-Western,0.0,0.09,6.6,8.17,7.39,0.0,0.0,Lowest,47.6537872,8.6537634
3458,F-SET-69-053,Nawathana,Achham,Far-Western,0.0,0.02,8.45,9.21,8.83,0.0,0.0,Lowest,29.08333,81.33333
3459,M-KAR-64-027,Sipkhana,Kalikot,Mid-Western,0.0,0.05,6.88,8.76,7.82,0.0,0.0,Lowest,29.25,81.83333
3460,F-SET-68-001,Banjh,Bajhang,Far-Western,0.0,0.05,8.74,7.05,7.89,0.0,0.0,Lowest,29.66667,81.25
3461,M-KAR-64-022,Phukot,Kalikot,Mid-Western,0.0,0.05,6.88,8.76,7.82,0.0,0.0,Lowest,29.25,81.83333
3462,F-SET-68-003,Bhamchaur,Bajhang,Far-Western,0.0,0.05,8.74,7.05,7.89,0.0,0.0,Lowest,29.66667,81.25
3463,F-SET-68-038,Pipalkot,Bajhang,Far-Western,0.0,0.05,8.74,7.05,7.89,0.0,0.0,Lowest,29.66667,81.25
3464,M-BHE-57-043,Sitapur,Banke,Mid-Western,0.0,0.09,6.6,8.17,7.39,0.0,0.0,Lowest,47.6537872,8.6537634
3465,M-BHE-60-004,Badalamji,Dailekh,Mid-Western,0.0,0.06,7.71,7.59,7.65,0.0,0.0,Lowest,28.84434,81.71011
3466,M-BHE-60-056,Tolijaisi,Dailekh,Mid-Western,0.0,0.06,7.71,7.59,7.65,0.0,0.0,Lowest,28.84434,81.71011
3467,F-SET-68-027,Lekhgau,Bajhang,Far-Western,0.0,0.05,8.74,7.05,7.89,0.0,0.0,Lowest,29.66667,81.25
3468,M-BHE-57-042,Samserganj,Banke,Mid-Western,0.0,0.09,6.6,8.17,7.39,0.0,0.0,Lowest,47.6537872,8.6537634
3469,F-SET-69-049,Mashtabandali,Achham,Far-Western,0.0,0.02,8.45,9.21,8.83,0.0,0.0,Lowest,29.08333,81.33333
3470,F-SET-68-017,Kadel,Bajhang,Far-Western,0.0,0.05,8.74,7.05,7.89,0.0,0.0,Lowest,29.66667,81.25
3471,M-BHE-57-014,Hirminiya,Banke,Mid-Western,0.0,0.09,6.6,8.17,7.39,0.0,0.0,Lowest,47.6537872,8.6537634
3472,M-KAR-64-029,Sukitaya,Kalikot,Mid-Western,0.0,0.05,6.88,8.76,7.82,0.0,0.0,Lowest,29.25,81.83333
3473,F-SET-67-022,Manakot,Bajura,Far-Western,0.0,0.03,8.08,8.8,8.44,0.0,0.0,Lowest,48.1980765,26.5392405
3474,M-BHE-60-052,Sigaudi,Dailekh,Mid-Western,0.0,0.06,7.71,7.59,7.65,0.0,0.0,Lowest,28.84434,81.71011
3475,M-KAR-64-015,Mehalmudi,Kalikot,Mid-Western,0.0,0.05,6.88,8.76,7.82,0.0,0.0,Lowest,29.25,81.83333
3476,M-BHE-57-044,Sonapur,Banke,Mid-Western,0.0,0.08,6.6,8.17,7.39,0.0,0.0,Lowest,47.6537872,8.6537634
3477,F-MAH-75-022,Khalanga,Darchula,Far-Western,0.0,0.09,9.63,5.05,7.34,0.0,0.0,Lowest,29.91667,80.75
3478,F-SET-70-043,Sanagau,Doti,Far-Western,0.0,0.03,8.77,8.26,8.52,0.0,0.0,Lowest,29.25,80.91667
3479,F-MAH-73-002,Alital,Dadeldhura,Far-Western,0.0,0.14,8.09,5.89,6.99,0.0,0.0,Lowest,29.29842,80.58059
3480,F-SET-69-029,Hatikot,Achham,Far-Western,0.0,0.02,8.45,9.21,8.83,0.0,0.0,Lowest,29.08333,81.33333
3481,F-MAH-73-021,Sirsha,Dadeldhura,Far-Western,0.0,0.14,8.09,5.89,6.99,0.0,0.0,Lowest,29.29842,80.58059
3482,M-BHE-60-028,Lakandra,Dailekh,Mid-Western,0.0,0.06,7.71,7.59,7.65,0.0,0.0,Lowest,28.84434,81.71011
3483,M-BHE-60-032,MairiKalikathum,Dailekh,Mid-Western,0.0,0.06,7.71,7.59,7.65,0.0,0.0,Lowest,28.84434,81.71011
3484,F-SET-70-018,Ganjari,Doti,Far-Western,0.0,0.02,8.77,8.26,8.52,0.0,0.0,Lowest,29.25,80.91667
3485,F-SET-69-022,Dhaku,Achham,Far-Western,0.0,0.02,8.45,9.21,8.83,0.0,0.0,Lowest,29.08333,81.33333
3486,F-SET-70-009,Dahakalikasthan,Doti,Far-Western,0.0,0.02,8.77,8.26,8.52,0.0,0.0,Lowest,29.25,80.91667
3487,F-SET-68-012,Deulek,Bajhang,Far-Western,0.0,0.04,8.74,7.05,7.89,0.0,0.0,Lowest,29.66667,81.25
3488,F-SET-68-043,Subeda,Bajhang,Far-Western,0.0,0.04,8.74,7.05,7.89,0.0,0.0,Lowest,29.66667,81.25
3489,F-SET-70-038,Mudhegau,Doti,Far-Western,0.0,0.02,8.77,8.26,8.52,0.0,0.0,Lowest,29.25,80.91667
3490,F-SET-69-033,Janalikot,Achham,Far-Western,0.0,0.02,8.45,9.21,8.83,0.0,0.0,Lowest,29.08333,81.33333
3491,F-SET-67-014,Jayabageswori,Bajura,Far-Western,0.0,0.03,8.08,8.8,8.44,0.0,0.0,Lowest,48.1980765,26.5392405
3492,F-SET-68-009,Dangaji,Bajhang,Far-Western,0.0,0.04,8.74,7.05,7.89,0.0,0.0,Lowest,29.66667,81.25
3493,M-BHE-60-054,Tilepata,Dailekh,Mid-Western,0.0,0.06,7.71,7.59,7.65,0.0,0.0,Lowest,28.84434,81.71011
3494,M-BHE-60-033,Malika,Dailekh,Mid-Western,0.0,0.06,7.71,7.59,7.65,0.0,0.0,Lowest,28.84434,81.71011
3495,F-SET-68-035,Parakatne,Bajhang,Far-Western,0.0,0.04,8.74,7.05,7.89,0.0,0.0,Lowest,29.66667,81.25
3496,F-SET-68-005,Byasi,Bajhang,Far-Western,0.0,0.04,8.74,7.05,7.89,0.0,0.0,Lowest,29.66667,81.25
3497,M-BHE-60-040,Padukasthan,Dailekh,Mid-Western,0.0,0.06,7.71,7.59,7.65,0.0,0.0,Lowest,28.84434,81.71011
3498,F-SET-69-039,Khaptad,Achham,Far-Western,0.0,0.02,8.45,9.21,8.83,0.0,0.0,Lowest,29.08333,81.33333
3499,F-SET-68-029,Majhigau,Bajhang,Far-Western,0.0,0.04,8.74,7.05,7.89,0.0,0.0,Lowest,29.66667,81.25
3500,M-BHE-60-047,RawatKot,Dailekh,Mid-Western,0.0,0.05,7.71,7.59,7.65,0.0,0.0,Lowest,28.84434,81.71011
3501,M-BHE-60-037,Nepa,Dailekh,Mid-Western,0.0,0.05,7.71,7.59,7.65,0.0,0.0,Lowest,28.84434,81.71011
3502,M-BHE-60-027,Kusapani,Dailekh,Mid-Western,0.0,0.05,7.71,7.59,7.65,0.0,0.0,Lowest,28.84434,81.71011
3503,F-SET-70-047,Tijali,Doti,Far-Western,0.0,0.02,8.77,8.26,8.52,0.0,0.0,Lowest,29.25,80.91667
3504,M-BHE-57-004,Basudevapur,Banke,Mid-Western,0.0,0.07,6.6,8.17,7.39,0.0,0.0,Lowest,47.6537872,8.6537634
3505,M-BHE-60-025,Khadkawada,Dailekh,Mid-Western,0.0,0.05,7.71,7.59,7.65,0.0,0.0,Lowest,28.84434,81.71011
3506,F-SET-69-028,Gajara,Achham,Far-Western,0.0,0.02,8.45,9.21,8.83,0.0,0.0,Lowest,29.08333,81.33333
3507,F-SET-70-025,Kanachaur,Doti,Far-Western,0.0,0.02,8.77,8.26,8.52,0.0,0.0,Lowest,29.25,80.91667
3508,M-BHE-60-044,PusakotChiudi,Dailekh,Mid-Western,0.0,0.05,7.71,7.59,7.65,0.0,0.0,Lowest,28.84434,81.71011
3509,M-BHE-57-017,Jaispur,Banke,Mid-Western,0.0,0.07,6.6,8.17,7.39,0.0,0.0,Lowest,47.6537872,8.6537634
3510,M-BHE-60-050,Santalla,Dailekh,Mid-Western,0.0,0.05,7.71,7.59,7.65,0.0,0.0,Lowest,28.84434,81.71011
3511,F-SET-68-046,Surma,Bajhang,Far-Western,0.0,0.04,8.74,7.05,7.89,0.0,0.0,Lowest,29.66667,81.25
3512,M-KAR-64-026,Rupsa,Kalikot,Mid-Western,0.0,0.04,6.88,8.76,7.82,0.0,0.0,Lowest,29.25,81.83333
3513,F-SET-69-061,Ridikot,Achham,Far-Western,0.0,0.02,8.45,9.21,8.83,0.0,0.0,Lowest,29.08333,81.33333
3514,M-BHE-57-040,Raniyapur,Banke,Mid-Western,0.0,0.07,6.6,8.17,7.39,0.0,0.0,Lowest,47.6537872,8.6537634
3515,M-BHE-57-041,Saigaun,Banke,Mid-Western,0.0,0.07,6.6,8.17,7.39,0.0,0.0,Lowest,47.6537872,8.6537634
3516,F-SET-68-023,Koiralakot,Bajhang,Far-Western,0.0,0.04,8.74,7.05,7.89,0.0,0.0,Lowest,29.66667,81.25
3517,M-KAR-64-009,Kotbada,Kalikot,Mid-Western,0.0,0.04,6.88,8.76,7.82,0.0,0.0,Lowest,29.25,81.83333
3518,M-KAR-64-012,Malkot(Institutional),Kalikot,Mid-Western,0.0,0.04,6.88,8.76,7.82,0.0,0.0,Lowest,29.25,81.83333
3519,M-BHE-57-036,Puraina,Banke,Mid-Western,0.0,0.06,6.6,8.17,7.39,0.0,0.0,Lowest,47.6537872,8.6537634
3520,F-SET-68-004,Bhatekhola,Bajhang,Far-Western,0.0,0.04,8.74,7.05,7.89,0.0,0.0,Lowest,29.66667,81.25
3521,F-SET-70-021,Jijodamandau,Doti,Far-Western,0.0,0.02,8.77,8.26,8.52,0.0,0.0,Lowest,29.25,80.91667
3522,F-MAH-74-010,DasharathchandaN.P.,Baitadi,Far-Western,0.0,0.17,9.94,3.31,6.62,0.0,0.0,Lowest,29.5,80.58333
3523,F-SET-68-024,Kotbhairab,Bajhang,Far-Western,0.0,0.04,8.74,7.05,7.89,0.0,0.0,Lowest,29.66667,81.25
3524,F-SET-68-034,Melbisauni,Bajhang,Far-Western,0.0,0.04,8.74,7.05,7.89,0.0,0.0,Lowest,29.66667,81.25
3525,M-BHE-57-022,KhajuraKhurda,Banke,Mid-Western,0.0,0.06,6.6,8.17,7.39,0.0,0.0,Lowest,47.6537872,8.6537634
3526,M-KAR-64-010,Kumalgaun,Kalikot,Mid-Western,0.0,0.04,6.88,8.76,7.82,0.0,0.0,Lowest,29.25,81.83333
3527,M-BHE-57-033,Paraspur,Banke,Mid-Western,0.0,0.06,6.6,8.17,7.39,0.0,0.0,Lowest,47.6537872,8.6537634
3528,F-SET-70-012,Dhirkamandau,Doti,Far-Western,0.0,0.02,8.77,8.26,8.52,0.0,0.0,Lowest,29.25,80.91667
3529,F-SET-68-033,Maulali,Bajhang,Far-Western,0.0,0.03,8.74,7.05,7.89,0.0,0.0,Lowest,29.66667,81.25
3530,M-BHE-60-036,NauleKatuwal,Dailekh,Mid-Western,0.0,0.05,7.71,7.59,7.65,0.0,0.0,Lowest,28.84434,81.71011
3531,F-SET-68-007,Chaudhari,Bajhang,Far-Western,0.0,0.03,8.74,7.05,7.89,0.0,0.0,Lowest,29.66667,81.25
3532,M-BHE-60-021,KalBhairab,Dailekh,Mid-Western,0.0,0.04,7.71,7.59,7.65,0.0,0.0,Lowest,28.84434,81.71011
3533,M-BHE-57-012,Ganapur,Banke,Mid-Western,0.0,0.06,6.6,8.17,7.39,0.0,0.0,Lowest,47.6537872,8.6537634
3534,F-SET-68-016,Hemantabada,Bajhang,Far-Western,0.0,0.03,8.74,7.05,7.89,0.0,0.0,Lowest,29.66667,81.25
3535,F-SET-70-027,KedarAkhada,Doti,Far-Western,0.0,0.02,8.77,8.26,8.52,0.0,0.0,Lowest,29.25,80.91667
3536,F-SET-68-025,Kotdewal,Bajhang,Far-Western,0.0,0.03,8.74,7.05,7.89,0.0,0.0,Lowest,29.66667,81.25
3537,M-BHE-60-015,Dullu,Dailekh,Mid-Western,0.0,0.04,7.71,7.59,7.65,0.0,0.0,Lowest,28.84434,81.71011
3538,M-KAR-64-017,Mumrakot,Kalikot,Mid-Western,0.0,0.03,6.88,8.76,7.82,0.0,0.0,Lowest,29.25,81.83333
3539,F-SET-68-010,Dantola,Bajhang,Far-Western,0.0,0.03,8.74,7.05,7.89,0.0,0.0,Lowest,29.66667,81.25
3540,M-BHE-57-035,Piparhawa,Banke,Mid-Western,0.0,0.06,6.6,8.17,7.39,0.0,0.0,Lowest,47.6537872,8.6537634
3541,M-BHE-60-006,Bansi,Dailekh,Mid-Western,0.0,0.04,7.71,7.59,7.65,0.0,0.0,Lowest,28.84434,81.71011
3542,M-BHE-57-007,Belbhar,Banke,Mid-Western,0.0,0.05,6.6,8.17,7.39,0.0,0.0,Lowest,47.6537872,8.6537634
3543,M-BHE-57-006,Belahari,Banke,Mid-Western,0.0,0.05,6.6,8.17,7.39,0.0,0.0,Lowest,47.6537872,8.6537634
3544,F-SET-68-015,Gadaraya,Bajhang,Far-Western,0.0,0.03,8.74,7.05,7.89,0.0,0.0,Lowest,29.66667,81.25
3545,F-SET-69-018,Chaphamandaun,Achham,Far-Western,0.0,0.01,8.45,9.21,8.83,0.0,0.0,Lowest,29.08333,81.33333
3546,M-BHE-60-007,Baraha,Dailekh,Mid-Western,0.0,0.04,7.71,7.59,7.65,0.0,0.0,Lowest,28.84434,81.71011
3547,F-SET-69-002,Baijanath,Achham,Far-Western,0.0,0.01,8.45,9.21,8.83,0.0,0.0,Lowest,29.08333,81.33333
3548,F-SET-68-041,Rithapata,Bajhang,Far-Western,0.0,0.03,8.74,7.05,7.89,0.0,0.0,Lowest,29.66667,81.25
3549,F-SET-68-028,Luyanta,Bajhang,Far-Western,0.0,0.03,8.74,7.05,7.89,0.0,0.0,Lowest,29.66667,81.25
3550,F-SET-68-014,Dhamena,Bajhang,Far-Western,0.0,0.03,8.74,7.05,7.89,0.0,0.0,Lowest,29.66667,81.25
3551,M-BHE-57-037,Puraini,Banke,Mid-Western,0.0,0.05,6.6,8.17,7.39,0.0,0.0,Lowest,47.6537872,8.6537634
3552,F-SET-68-031,Mashdev,Bajhang,Far-Western,0.0,0.03,8.74,7.05,7.89,0.0,0.0,Lowest,29.66667,81.25
3553,F-MAH-75-017,Gwani,Darchula,Far-Western,0.0,0.05,9.63,5.05,7.34,0.0,0.0,Lowest,29.91667,80.75
3554,F-MAH-75-009,Dhap,Darchula,Far-Western,0.0,0.05,9.63,5.05,7.34,0.0,0.0,Lowest,29.91667,80.75
3555,F-MAH-73-006,Belapur,Dadeldhura,Far-Western,0.0,0.08,8.09,5.89,6.99,0.0,0.0,Lowest,29.29842,80.58059
3556,F-MAH-75-012,Dhuligada,Darchula,Far-Western,0.0,0.05,9.63,5.05,7.34,0.0,0.0,Lowest,29.91667,80.75
3557,F-MAH-75-032,Rithachaupata,Darchula,Far-Western,0.0,0.05,9.63,5.05,7.34,0.0,0.0,Lowest,29.91667,80.75
3558,F-MAH-75-027,Latinath,Darchula,Far-Western,0.0,0.05,9.63,5.05,7.34,0.0,0.0,Lowest,29.91667,80.75
3559,M-KAR-64-016,Mugraha,Kalikot,Mid-Western,0.0,0.03,6.88,8.76,7.82,0.0,0.0,Lowest,29.25,81.83333
3560,F-SET-68-019,Kalukheti,Bajhang,Far-Western,0.0,0.03,8.74,7.05,7.89,0.0,0.0,Lowest,29.66667,81.25
3561,M-BHE-57-009,Bhawaniyapur,Banke,Mid-Western,0.0,0.04,6.6,8.17,7.39,0.0,0.0,Lowest,47.6537872,8.6537634
3562,F-SET-68-032,Matela,Bajhang,Far-Western,0.0,0.03,8.74,7.05,7.89,0.0,0.0,Lowest,29.66667,81.25
3563,F-SET-69-008,Bhagyaswori,Achham,Far-Western,0.0,0.01,8.45,9.21,8.83,0.0,0.0,Lowest,29.08333,81.33333
3564,M-BHE-60-043,Pipalkot,Dailekh,Mid-Western,0.0,0.03,7.71,7.59,7.65,0.0,0.0,Lowest,28.84434,81.71011
3565,M-BHE-60-016,Gamaudi,Dailekh,Mid-Western,0.0,0.03,7.71,7.59,7.65,0.0,0.0,Lowest,28.84434,81.71011
3566,F-SET-68-036,Patadewal,Bajhang,Far-Western,0.0,0.03,8.74,7.05,7.89,0.0,0.0,Lowest,29.66667,81.25
3567,F-MAH-75-035,Sharmauli,Darchula,Far-Western,0.0,0.04,9.63,5.05,7.34,0.0,0.0,Lowest,29.91667,80.75
3568,F-MAH-75-037,Sipti,Darchula,Far-Western,0.0,0.04,9.63,5.05,7.34,0.0,0.0,Lowest,29.91667,80.75
3569,F-MAH-75-016,Guljar,Darchula,Far-Western,0.0,0.04,9.63,5.05,7.34,0.0,0.0,Lowest,29.91667,80.75
3570,F-MAH-75-024,Khar,Darchula,Far-Western,0.0,0.04,9.63,5.05,7.34,0.0,0.0,Lowest,29.91667,80.75
3571,F-MAH-75-002,Boharigau,Darchula,Far-Western,0.0,0.04,9.63,5.05,7.34,0.0,0.0,Lowest,29.91667,80.75
3572,F-MAH-75-010,Dhari,Darchula,Far-Western,0.0,0.04,9.63,5.05,7.34,0.0,0.0,Lowest,29.91667,80.75
3573,F-SET-68-030,Malumela,Bajhang,Far-Western,0.0,0.02,8.74,7.05,7.89,0.0,0.0,Lowest,29.66667,81.25
3574,M-KAR-64-025,Ranchuli,Kalikot,Mid-Western,0.0,0.02,6.88,8.76,7.82,0.0,0.0,Lowest,29.25,81.83333
3575,M-BHE-60-045,RakamKarnali,Dailekh,Mid-Western,0.0,0.03,7.71,7.59,7.65,0.0,0.0,Lowest,28.84434,81.71011
3576,F-MAH-73-010,Dewaldibyapur,Dadeldhura,Far-Western,0.0,0.06,8.09,5.89,6.99,0.0,0.0,Lowest,29.29842,80.58059
3577,F-SET-68-020,Kanda,Bajhang,Far-Western,0.0,0.02,8.74,7.05,7.89,0.0,0.0,Lowest,29.66667,81.25
3578,M-BHE-57-047,Udayapur,Banke,Mid-Western,0.0,0.04,6.6,8.17,7.39,0.0,0.0,Lowest,47.6537872,8.6537634
3579,M-BHE-60-002,Badabhairab,Dailekh,Mid-Western,0.0,0.03,7.71,7.59,7.65,0.0,0.0,Lowest,28.84434,81.71011
3580,F-MAH-75-008,Dethala,Darchula,Far-Western,0.0,0.04,9.63,5.05,7.34,0.0,0.0,Lowest,29.91667,80.75
3581,F-MAH-73-019,Rupal,Dadeldhura,Far-Western,0.0,0.06,8.09,5.89,6.99,0.0,0.0,Lowest,29.29842,80.58059
3582,M-BHE-57-038,Radhapur,Banke,Mid-Western,0.0,0.04,6.6,8.17,7.39,0.0,0.0,Lowest,47.6537872,8.6537634
3583,F-MAH-75-015,Gokuleswor,Darchula,Far-Western,0.0,0.04,9.63,5.05,7.34,0.0,0.0,Lowest,29.91667,80.75
3584,F-SET-68-044,Sunikot,Bajhang,Far-Western,0.0,0.02,8.74,7.05,7.89,0.0,0.0,Lowest,29.66667,81.25
3585,M-BHE-60-017,Gauri,Dailekh,Mid-Western,0.0,0.03,7.71,7.59,7.65,0.0,0.0,Lowest,28.84434,81.71011
3586,F-MAH-75-041,Uku,Darchula,Far-Western,0.0,0.04,9.63,5.05,7.34,0.0,0.0,Lowest,29.91667,80.75
3587,F-SET-68-037,Pauwagadhi,Bajhang,Far-Western,0.0,0.02,8.74,7.05,7.89,0.0,0.0,Lowest,29.66667,81.25
3588,F-MAH-75-039,Sunsera,Darchula,Far-Western,0.0,0.04,9.63,5.05,7.34,0.0,0.0,Lowest,29.91667,80.75
3589,F-MAH-73-012,Gankhet,Dadeldhura,Far-Western,0.0,0.05,8.09,5.89,6.99,0.0,0.0,Lowest,29.29842,80.58059
3590,F-MAH-75-038,Sitaula,Darchula,Far-Western,0.0,0.03,9.63,5.05,7.34,0.0,0.0,Lowest,29.91667,80.75
3591,F-SET-68-018,Kailash,Bajhang,Far-Western,0.0,0.02,8.74,7.05,7.89,0.0,0.0,Lowest,29.66667,81.25
3592,F-SET-68-026,Lamatola,Bajhang,Far-Western,0.0,0.02,8.74,7.05,7.89,0.0,0.0,Lowest,29.66667,81.25
3593,F-MAH-74-050,Sarmali,Baitadi,Far-Western,0.0,0.08,9.94,3.31,6.62,0.0,0.0,Lowest,29.5,80.58333
3594,F-MAH-75-023,Khandeswori,Darchula,Far-Western,0.0,0.03,9.63,5.05,7.34,0.0,0.0,Lowest,29.91667,80.75
3595,F-MAH-73-005,Bagarkot,Dadeldhura,Far-Western,0.0,0.05,8.09,5.89,6.99,0.0,0.0,Lowest,29.29842,80.58059
3596,F-MAH-73-016,Manilek,Dadeldhura,Far-Western,0.0,0.05,8.09,5.89,6.99,0.0,0.0,Lowest,29.29842,80.58059
3597,F-MAH-73-015,Koteli,Dadeldhura,Far-Western,0.0,0.05,8.09,5.89,6.99,0.0,0.0,Lowest,29.29842,80.58059
